0.025,73.1
0.04,55.8
0.055,53.9
0.07,52.2
0.085,52.8
0.1,53.1
0.115,52.6
0.13,52.0
0.145,52.2
0.16,52.8
0.175,52.3
0.19,52.7
0.205,52.6
0.22,52.5
0.235,52.7
0.25,53.0
0.265,52.9
0.28,52.6
0.295,52.5
