0.025,43.8
0.04,43.0
0.055,42.6
0.07,43.5
0.085,42.8
0.1,42.9
0.115,42.9
0.13,46.9
0.145,42.4
0.16,42.1
0.175,44.1
0.19,41.1
0.205,41.3
0.22,41.3
0.235,44.5
0.25,44.9
0.265,51.7
0.28,51.5
0.295,51.4
