0.025,42.7
0.04,41.5
0.055,41.5
0.07,41.5
0.085,42.0
0.1,41.5
0.115,41.5
0.13,47.6
0.145,46.6
0.16,45.6
0.175,44.5
0.19,41.8
0.205,41.4
0.22,41.2
0.235,41.4
0.25,41.2
0.265,51.1
0.28,51.1
0.295,51.1
